"","JoinID","marine.incr","marine.circ","SeaAge","DaysatSea"
"558","1970_33327",2.47680466666667,50,"1SW",463
"559","1970_33373",2.477986,50,"1SW",497
"560","1974_33446",2.095246,38,"1SW",502
"561","1970_33518",2.53952466666667,45,"1SW",527
"562","1982_33767",1.84769066666667,36,"1SW",453
"563","1970_33847",2.70790333333333,45,"1SW",433
"564","1970_33879",1.895364,40,"1SW",455
"565","1970_34079",3.13803666666667,52,"1SW",486
"566","1970_34100",1.87472533333333,40,"1SW",460
"567","1970_34156",2.93719933333333,51,"1SW",479
"568","1970_34306",2.49145666666667,50,"1SW",475
"569","1970_34535",1.71330733333333,33,"1SW",482
"570","1970_34660",2.41798266666667,49,"1SW",475
"571","1982_34786",1.82623333333333,38,"1SW",437
"572","1970_34911",1.88203133333333,42,"1SW",519
"573","1970_35147",2.364342,41,"1SW",530
"574","1970_35148",3.12149533333333,49,"1SW",488
"575","1970_35278",2.013866,45,"1SW",473
"576","1970_35451",2.498272,44,"1SW",526
"577","1974_35558",3.10265133333333,55,"1SW",572
"578","1970_35702",2.74699533333333,49,"1SW",435
"579","1972_35738",2.416768,39,"1SW",395
"580","1970_35880",2.047864,43,"1SW",493
"581","1970_35918",2.21425533333333,40,"1SW",509
"582","1974_35986",2.37509266666667,45,"1SW",436
"583","1974_36024",1.83566266666667,39,"1SW",433
"584","1970_36379",2.65112666666667,49,"1SW",491
"585","1982_36913",2.33159066666667,40,"1SW",422
"586","1974_36956",2.91088933333333,44,"1SW",446
"587","1970_36998",2.607988,44,"1SW",530
"588","1970_37217",1.665262,31,"1SW",478
"589","1970_37322",2.95816866666667,55,"1SW",517
"590","1970_37401",2.51595666666667,42,"1SW",429
"591","1984_37407",2.477824,50,"1SW",481
"592","1970_37469",1.97259066666667,39,"1SW",454
"593","1970_37581",1.59417,28,"1SW",471
"594","1970_37755",2.671154,47,"1SW",509
"595","1970_37767",2.2284,41,"1SW",489
"596","1970_37989",1.760896,35,"1SW",565
"597","1970_38185",1.58724133333333,39,"1SW",457
"598","1984_38358",2.80177533333333,55,"1SW",548
"599","1970_38455",2.155816,44,"1SW",479
"600","1970_38592",2.549266,47,"1SW",491
"601","1974_38694",2.02251333333333,37,"1SW",435
"602","1970_38846",1.51091066666667,29,"1SW",417
"603","1970_39134",3.57328866666667,60,"1SW",485
"604","1970_39135",2.233786,40,"1SW",499
"605","1970_39350",1.646254,48,"1SW",456
"606","1970_39395",2.21083466666667,40,"1SW",497
"607","1972_39443",2.51618666666667,47,"1SW",466
"608","1970_39576",2.121836,48,"1SW",460
"609","1970_39629",2.32227666666667,44,"1SW",487
"610","1970_39657",1.460344,35,"1SW",493
"611","1972_39787",2.54685533333333,40,"1SW",469
"612","1970_39822",2.37289133333333,44,"1SW",464
"613","1970_40385",2.07158666666667,37,"1SW",549
"614","1974_40503",3.24731266666667,52,"1SW",546
"615","1982_40929",1.99572666666667,43,"1SW",532
"616","1970_41245",2.32124,39,"1SW",509
"617","1974_41302",2.18897933333333,39,"1SW",399
"618","1974_41452",2.173982,41,"1SW",426
"619","1984_41465",2.800678,51,"1SW",553
"620","1970_41742",2.1888,50,"1SW",541
"621","1972_41831",2.56898866666667,46,"1SW",496
"622","1974_41985",2.13698666666667,46,"1SW",469
"623","1970_41990",2.41882933333333,45,"1SW",485
"624","1972_42137",2.67307933333333,48,"1SW",426
"625","1970_42229",3.12643666666667,55,"1SW",499
"626","1970_42438",2.01887133333333,40,"1SW",464
"627","1970_42596",1.62993333333333,34,"1SW",499
"628","1970_42767",1.46638666666667,31,"1SW",504
"629","1972_42804",2.11275066666667,39,"1SW",390
"630","1970_42949",2.469932,50,"1SW",506
"631","1970_43119",2.14460666666667,40,"1SW",501
"632","1970_43155",2.08955,49,"1SW",496
"633","1970_43328",2.48333,44,"1SW",476
"634","1984_43389",2.462416,45,"1SW",464
"635","1970_43425",2.61252466666667,43,"1SW",483
"636","1970_43504",1.85493866666667,38,"1SW",471
"637","1972_43593",2.62699466666667,39,"1SW",481
"638","1982_43759",1.535766,38,"1SW",453
"639","1970_43802",2.39607066666667,44,"1SW",517
"640","1970_43871",1.49080266666667,37,"1SW",444
"641","1970_44137",2.48821133333333,48,"1SW",445
"642","1984_44355",2.48664333333333,42,"1SW",478
"643","1972_44477",2.82917266666667,51,"1SW",490
"644","1970_44514",2.40447266666667,37,"1SW",494
"645","1970_44804",2.69590466666667,49,"1SW",578
"646","1970_44966",1.63972333333333,37,"1SW",461
"647","1970_45016",2.14218933333333,47,"1SW",520
"648","1970_45092",3.204818,55,"1SW",518
"649","1970_45181",2.68228066666667,44,"1SW",460
"650","1970_45312",2.76747733333333,51,"1SW",490
"651","1984_45358",2.57382266666667,49,"1SW",535
"652","1982_45596",1.98892866666667,47,"1SW",505
"653","1970_45816",2.47779333333333,52,"1SW",582
"654","1970_45877",2.179368,42,"1SW",479
"655","1970_45979",2.36566266666667,41,"1SW",548
"656","1984_46076",2.22088533333333,45,"1SW",551
"657","1970_46153",2.32054,38,"1SW",497
"658","1970_46189",2.80134133333333,49,"1SW",464
"659","1970_46416",2.33961133333333,46,"1SW",488
"660","1970_46519",2.26736333333333,43,"1SW",491
"661","1970_46524",2.45257066666667,47,"1SW",491
"662","1970_46600",2.354134,42,"1SW",456
"663","1972_46696",2.49305,42,"1SW",452
"664","1970_46790",1.903424,39,"1SW",527
"665","1970_46976",2.018604,35,"1SW",509
"666","1972_47254",2.47054266666667,44,"1SW",478
"667","1970_47411",2.58661066666667,42,"1SW",474
"668","1970_47517",2.04780466666667,39,"1SW",421
"669","1970_47586",2.38891,38,"1SW",495
"670","1970_47695",2.88032533333333,49,"1SW",521
"671","1970_47862",2.431396,42,"1SW",486
"672","1970_47867",1.7124,39,"1SW",422
"673","1970_47985",2.37492666666667,46,"1SW",513
"674","1970_48037",2.49528,48,"1SW",473
"675","1984_48096",2.25458666666667,42,"1SW",466
"676","1970_48163",2.84513066666667,52,"1SW",521
"677","1970_48434",1.9452,35,"1SW",490
"678","1970_48514",2.37854333333333,45,"1SW",506
"679","1970_48635",2.64165,42,"1SW",467
"680","1970_48719",1.957328,43,"1SW",421
"681","1970_48931",2.53454333333333,41,"1SW",468
"682","1970_49145",2.53113333333333,49,"1SW",469
"683","1970_49250",2.93774333333333,53,"1SW",523
"684","1972_49843",2.439622,45,"1SW",477
"685","1970_49998",2.56562,47,"1SW",499
"686","1983_50023",2.06147333333333,43,"1SW",485
"687","1970_50570",2.3634,45,"1SW",491
"688","1972_50572",1.80445133333333,34,"1SW",445
"689","1972_50582",2.438434,36,"1SW",450
"690","1984_50588",2.19230933333333,39,"1SW",463
"691","1970_50769",2.23758666666667,47,"1SW",456
"692","1970_50847",3.07845733333333,65,"1SW",474
"693","1983_50861",2.806194,47,"1SW",431
"694","1970_50937",2.070426,43,"1SW",472
"695","1970_51105",1.91001666666667,42,"1SW",488
"696","1970_51172",2.61868333333333,46,"1SW",470
"697","1970_51190",1.89110066666667,38,"1SW",559
"698","1970_51362",1.881094,39,"1SW",478
"699","1970_51487",1.93605466666667,39,"1SW",508
"700","1984_51508",2.637084,46,"1SW",565
"701","1970_51524",2.269156,52,"1SW",536
"702","1970_51787",2.04572,37,"1SW",489
"703","1970_51796",2.871368,49,"1SW",533
"704","1970_51893",2.150388,42,"1SW",473
"705","1970_51969",2.86830933333333,51,"1SW",479
"706","1970_51981",2.83167133333333,53,"1SW",479
"707","1970_52097",3.07015533333333,52,"1SW",488
"708","1970_52370",1.824956,43,"1SW",424
"709","1972_52612",1.91598,36,"1SW",451
"710","1970_52650",2.26941,44,"1SW",454
"711","1970_52696",2.657968,47,"1SW",445
"712","1984_52786",2.28713133333333,45,"1SW",452
"713","1972_52827",2.49992933333333,41,"1SW",478
"714","1970_52903",3.28442,59,"1SW",531
"715","1970_53034",1.95315466666667,39,"1SW",467
"716","1983_53055",1.75617333333333,36,"1SW",442
"717","1983_53089",1.93287933333333,37,"1SW",442
"718","1970_53104",2.31833933333333,42,"1SW",468
"719","1970_53107",2.45086266666667,43,"1SW",516
"720","1970_53135",3.49625933333333,58,"1SW",531
"721","1984_53165",2.29834066666667,45,"1SW",569
"722","1970_53173",2.895646,51,"1SW",519
"723","1970_53292",2.40258333333333,43,"1SW",498
"724","1970_53484",2.51968666666667,47,"1SW",468
"725","1983_53712",1.54867466666667,36,"1SW",422
"726","1983_53737",2.69427,54,"1SW",496
"727","1970_53899",2.86716733333333,52,"1SW",488
"728","1970_53946",2.503956,45,"1SW",549
"729","1970_53991",2.66558133333333,46,"1SW",489
"730","1970_54856",2.70344933333333,52,"1SW",519
"731","1970_54910",2.993692,55,"1SW",492
"732","1970_54942",1.93591733333333,39,"1SW",452
"733","1970_55133",3.07145866666667,53,"1SW",499
"734","1970_55285",2.489294,45,"1SW",541
"735","1970_55300",1.61980466666667,38,"1SW",450
"736","1970_55437",2.41572,45,"1SW",454
"737","1970_55572",2.05263333333333,40,"1SW",455
"738","1984_55816",2.205834,46,"1SW",462
"739","1970_56267",1.93184533333333,39,"1SW",490
"740","1984_56320",1.87409266666667,40,"1SW",448
"741","1970_56456",2.26636666666667,39,"1SW",526
"742","1984_56951",2.55422866666667,49,"1SW",478
"743","1970_56974",2.728398,44,"1SW",482
"744","1984_57044",2.71962,40,"1SW",478
"745","1970_57092",2.426388,46,"1SW",489
"746","1972_57409",2.398526,42,"1SW",460
"747","1970_57524",2.82611266666667,52,"1SW",542
"748","1972_58243",2.04488266666667,39,"1SW",456
"749","1983_58515",2.43488933333333,52,"1SW",550
"750","1973_58609",2.2806,44,"1SW",458
"751","1973_58770",1.94292266666667,39,"1SW",467
"752","1972_59176",2.700266,48,"1SW",479
"753","1973_59497",2.22616666666667,42,"1SW",487
"754","1983_59592",1.775856,38,"1SW",497
"755","1973_59898",2.209112,44,"1SW",461
"756","1973_60035",1.87953066666667,36,"1SW",418
"757","1973_60126",2.86010066666667,46,"1SW",560
"758","1972_60129",2.69421066666667,44,"1SW",468
"759","1972_60146",2.60435466666667,44,"1SW",484
"760","1973_60239",1.34405933333333,33,"1SW",459
"761","1984_60268",1.88198,44,"1SW",567
"762","1973_60304",2.06465866666667,38,"1SW",428
"763","1973_60337",2.47505333333333,43,"1SW",436
"764","1972_60534",2.529702,48,"1SW",517
"765","1972_60544",2.291466,37,"1SW",427
"766","1973_60655",2.07504333333333,37,"1SW",444
"767","1972_60733",2.961906,44,"1SW",479
"768","1973_60895",2.853392,42,"1SW",446
"769","1973_61100",1.57883733333333,34,"1SW",454
"770","1973_61222",2.260376,50,"1SW",582
"771","1973_61260",2.319876,42,"1SW",473
"772","1972_61399",1.78897866666667,34,"1SW",395
"773","1973_61456",2.661616,46,"1SW",462
"774","1984_61533",2.18975666666667,40,"1SW",458
"775","1973_61622",2.22200933333333,41,"1SW",465
"776","1973_61636",1.742366,39,"1SW",448
"777","1972_61753",2.574612,44,"1SW",477
"778","1972_61810",1.98381933333333,35,"1SW",384
"779","1973_62137",2.459824,37,"1SW",405
"780","1973_62188",2.33077,40,"1SW",445
"781","1973_62644",1.73708,37,"1SW",403
"782","1973_63041",2.274024,43,"1SW",476
"783","1973_63105",2.51777533333333,42,"1SW",465
"784","1973_63354",2.15726066666667,41,"1SW",451
"785","1973_63468",2.74229133333333,49,"1SW",560
"786","1983_63861",2.00937466666667,41,"1SW",446
"787","1973_63918",2.477444,44,"1SW",455
"788","1972_63938",1.86716933333333,36,"1SW",516
"789","1983_64148",2.62349533333333,46,"1SW",478
"790","1972_64185",1.97366,41,"1SW",488
"791","1973_64481",2.17765866666667,44,"1SW",456
"792","1973_64512",2.24620933333333,42,"1SW",442
"793","1973_64684",2.70562333333333,47,"1SW",445
"794","1973_64765",2.658066,49,"1SW",453
"795","1973_64818",2.391376,45,"1SW",469
"796","1973_64979",1.887174,40,"1SW",451
"797","1983_64981",2.24800533333333,43,"1SW",474
"798","1973_65265",2.49450666666667,45,"1SW",462
"799","1973_65351",2.35764933333333,38,"1SW",439
"800","1973_65657",1.96406133333333,40,"1SW",445
"801","1973_65753",2.33565133333333,40,"1SW",455
"802","1973_66360",2.706714,49,"1SW",560
"803","1973_66499",1.94698866666667,37,"1SW",455
"804","1973_66720",2.27717733333333,38,"1SW",459
"805","1973_66722",2.32711866666667,43,"1SW",443
"806","1973_66899",2.81864066666667,49,"1SW",456
"807","1983_67082",2.27000666666667,38,"1SW",554
"808","1973_67109",2.518396,46,"1SW",474
"809","1973_67310",2.54332866666667,50,"1SW",461
"810","1983_67347",2.213962,45,"1SW",455
"811","1973_67383",2.61604933333333,44,"1SW",448
"812","1973_67387",2.78154933333333,51,"1SW",548
"813","1973_67452",2.706864,54,"1SW",464
"814","1973_67460",2.11327466666667,42,"1SW",445
"815","1973_67483",2.760254,46,"1SW",468
"816","1975_67863",2.654262,49,"1SW",573
"817","1983_68013",2.14755733333333,44,"1SW",483
"818","1983_68114",1.32471066666667,35,"1SW",487
"819","1975_68134",2.00400666666667,34,"1SW",436
"820","1973_68137",2.11500866666667,35,"1SW",461
"821","1973_68707",2.091594,40,"1SW",464
"822","1983_68779",2.83690666666667,48,"1SW",476
"823","1984_68881",2.65525466666667,46,"1SW",497
"824","1983_68953",2.86708666666667,55,"1SW",572
"825","1984_69134",2.59316733333333,51,"1SW",554
"826","1973_69242",2.614562,47,"1SW",440
"827","1983_69465",2.0631,45,"1SW",463
"828","1984_69509",2.315034,46,"1SW",540
"829","1973_69922",2.20582,44,"1SW",455
"830","1973_70155",2.310098,46,"1SW",444
"831","1975_70223",2.1037,41,"1SW",466
"832","1971_70308",2.392824,46,"1SW",482
"833","1971_70319",2.270464,40,"1SW",497
"834","1973_70346",1.81224266666667,38,"1SW",454
"835","1973_70509",2.62520133333333,44,"1SW",484
"836","1973_70619",2.08714666666667,38,"1SW",425
"837","1971_71017",2.73010733333333,43,"1SW",501
"838","1973_71071",2.39293666666667,44,"1SW",460
"839","1973_71215",2.34656,47,"1SW",451
"840","1983_71232",2.28963466666667,40,"1SW",527
"841","1975_71243",2.57025333333333,42,"1SW",448
"842","1975_71363",1.48867333333333,37,"1SW",476
"843","1973_71462",1.75790133333333,38,"1SW",471
"844","1975_71472",1.373172,29,"1SW",399
"845","1975_71633",1.74672,36,"1SW",423
"846","1975_71670",2.66431333333333,46,"1SW",446
"847","1971_71684",2.71901133333333,49,"1SW",486
"848","1971_71747",2.37770133333333,44,"1SW",501
"849","1975_71750",1.90522733333333,47,"1SW",456
"850","1973_72024",2.00594933333333,42,"1SW",469
"851","1973_72156",2.22423333333333,41,"1SW",460
"852","1973_72290",2.74852,47,"1SW",477
"853","1973_72413",3.071274,49,"1SW",593
"854","1973_72492",2.190592,45,"1SW",452
"855","1973_72494",2.39114666666667,43,"1SW",469
"856","1973_72644",2.14403866666667,40,"1SW",443
"857","1971_72762",2.163942,44,"1SW",461
"858","1983_72783",2.33267866666667,50,"1SW",482
"859","1983_72785",2.30506666666667,45,"1SW",521
"860","1975_72791",2.67727466666667,42,"1SW",457
"861","1973_72866",2.52064866666667,42,"1SW",447
"862","1973_72869",3.06139133333333,46,"1SW",458
"863","1973_72889",2.22462,50,"1SW",561
"864","1973_72989",2.32808,39,"1SW",456
"865","1973_73221",2.44955266666667,48,"1SW",472
"866","1973_73331",2.35041466666667,47,"1SW",453
"867","1971_73388",2.84221733333333,43,"1SW",508
"868","1975_73453",2.08232466666667,39,"1SW",501
"869","1973_73694",2.77682133333333,45,"1SW",447
"870","1975_73949",2.567382,39,"1SW",408
"871","1973_74146",1.84426666666667,42,"1SW",462
"872","1973_74235",2.12681133333333,48,"1SW",563
"873","1973_74307",2.09931533333333,38,"1SW",460
"874","1971_74483",2.35601866666667,42,"1SW",491
"875","1971_74572",2.293374,42,"1SW",477
"876","1973_74617",2.13111666666667,46,"1SW",576
"877","1975_74628",2.31998066666667,40,"1SW",434
"878","1971_75376",2.901296,49,"1SW",497
"879","1971_75618",2.32337866666667,47,"1SW",466
"880","1973_75974",2.71324466666667,46,"1SW",459
"881","1973_76126",2.51076666666667,43,"1SW",447
"882","1973_76222",2.15277266666667,43,"1SW",467
"883","1971_76446",2.55300133333333,40,"1SW",494
"884","1975_76456",1.81743933333333,41,"1SW",495
"885","1973_76490",1.87336333333333,39,"1SW",475
"886","1975_76526",2.11326066666667,41,"1SW",466
"887","1973_76710",2.56612733333333,49,"1SW",574
"888","1973_76713",2.498066,46,"1SW",572
"889","1975_76847",2.85080666666667,46,"1SW",444
"890","1971_76950",2.16344466666667,41,"1SW",498
"891","1971_77141",2.22908733333333,38,"1SW",502
"892","1973_77159",2.604474,55,"1SW",462
"893","1975_77159",2.477594,39,"1SW",431
"894","1971_77413",1.77301733333333,38,"1SW",478
"895","1983_77562",1.965272,39,"1SW",493
"896","1975_77887",1.99470666666667,41,"1SW",416
"897","1983_78001",2.419624,46,"1SW",489
"898","1971_78125",3.22589866666667,52,"1SW",492
"899","1973_78219",2.46759533333333,46,"1SW",461
"900","1975_78306",2.90763266666667,51,"1SW",463
"901","1973_78573",1.67492266666667,35,"1SW",456
"902","1973_78666",1.81258266666667,44,"1SW",461
"903","1975_78682",1.87830866666667,41,"1SW",462
"904","1975_78857",1.94258266666667,43,"1SW",451
"905","1973_78934",2.5598,49,"1SW",547
"906","1975_79039",2.10763533333333,41,"1SW",421
"907","1971_79040",2.58211866666667,47,"1SW",497
"908","1984_79064",2.46676133333333,39,"1SW",470
"909","1971_79098",2.35941,46,"1SW",485
"910","1973_79309",2.300632,42,"1SW",445
"911","1971_79459",3.01052,53,"1SW",486
"912","1973_79592",2.408228,45,"1SW",558
"913","1971_79650",2.04971333333333,40,"1SW",532
"914","1971_79667",3.19298866666667,58,"1SW",467
"915","1973_79805",2.56652733333333,45,"1SW",591
"916","1975_79923",2.03846866666667,40,"1SW",455
"917","1973_80011",2.12657466666667,41,"1SW",470
"918","1971_80145",2.824742,45,"1SW",498
"919","1975_80248",1.94027466666667,41,"1SW",424
"920","1971_80426",2.01383,45,"1SW",472
"921","1971_80443",2.06050866666667,36,"1SW",493
"922","1973_80598",2.617894,47,"1SW",580
"923","1973_80652",2.31926133333333,40,"1SW",468
"924","1983_80732",1.90644466666667,38,"1SW",474
"925","1975_80754",2.50844,46,"1SW",454
"926","1973_80780",2.25347866666667,43,"1SW",461
"927","1975_80875",1.99205333333333,41,"1SW",455
"928","1973_80912",1.82421,37,"1SW",456
"929","1984_80923",1.50617066666667,38,"1SW",459
"930","1973_81092",2.473824,44,"1SW",451
"931","1971_81146",1.97958866666667,36,"1SW",474
"932","1973_81208",2.041586,34,"1SW",427
"933","1983_81439",1.89324466666667,30,"1SW",491
"934","1975_81538",2.727134,49,"1SW",427
"935","1973_81542",2.32059266666667,42,"1SW",462
"936","1975_81555",1.88101666666667,37,"1SW",431
"937","1973_81605",2.449146,51,"1SW",456
"938","1973_81627",2.514786,46,"1SW",515
"939","1975_81650",1.51757333333333,35,"1SW",438
"940","1975_81669",2.183446,33,"1SW",415
"941","1971_81833",2.38562266666667,48,"1SW",505
"942","1971_81861",2.481614,41,"1SW",483
"943","1984_81928",3.163014,54,"1SW",540
"944","1973_81960",2.07457133333333,40,"1SW",450
"945","1973_82043",2.13075866666667,42,"1SW",583
"946","1971_82071",2.909768,45,"1SW",498
"947","1984_82438",2.26005666666667,47,"1SW",498
"948","1973_82503",2.07911,39,"1SW",439
"949","1971_82651",2.807102,44,"1SW",503
"950","1973_82655",3.81119333333333,67,"1SW",464
"951","1973_82777",2.66768933333333,48,"1SW",519
"952","1975_82960",2.11450733333333,43,"1SW",442
"953","1975_83150",2.27628866666667,44,"1SW",427
"954","1973_83216",1.966832,40,"1SW",445
"955","1973_83297",2.42674266666667,46,"1SW",545
"956","1973_83318",3.04408666666667,54,"1SW",456
"957","1973_83335",2.33235133333333,39,"1SW",440
"958","1971_83374",2.30351333333333,41,"1SW",448
"959","1975_83503",2.32963066666667,46,"1SW",457
"960","1975_83912",2.92106,47,"1SW",523
"961","1975_83989",3.69885533333333,68,"1SW",391
"962","1975_84054",2.55780733333333,44,"1SW",426
"963","1971_84429",2.30431933333333,38,"1SW",456
"964","1975_84526",2.26246866666667,45,"1SW",475
"965","1971_84562",2.13442,35,"1SW",470
"966","1973_84583",2.62122,45,"1SW",477
"967","1973_84779",3.73309266666667,68,"1SW",477
"968","1973_84815",2.36173333333333,46,"1SW",454
"969","1973_84864",1.70105066666667,39,"1SW",555
"970","1971_85002",1.79536133333333,40,"1SW",499
"971","1984_85283",1.85769133333333,43,"1SW",472
"972","1971_85367",2.25602933333333,38,"1SW",509
"973","1971_85686",2.32212933333333,41,"1SW",474
"974","1973_85847",2.61471333333333,45,"1SW",473
"975","1973_85857",1.71149666666667,35,"1SW",469
"976","1973_85999",2.23258133333333,42,"1SW",445
"977","1973_86152",2.34605866666667,42,"1SW",468
"978","1973_86213",2.22328533333333,44,"1SW",462
"979","1975_86469",2.452082,47,"1SW",438
"980","1971_86556",2.060068,39,"1SW",472
"981","1971_86573",2.15072066666667,38,"1SW",477
"982","1975_86761",2.30433466666667,38,"1SW",448
"983","1975_86775",1.75230133333333,39,"1SW",455
"984","1973_86953",2.32874533333333,39,"1SW",452
"985","1984_86971",2.14342733333333,45,"1SW",571
"986","1975_87150",2.54627133333333,50,"1SW",548
"987","1975_87338",2.26419866666667,44,"1SW",416
"988","1973_87346",2.77981466666667,52,"1SW",467
"989","1975_87368",2.26997333333333,46,"1SW",458
"990","1973_87521",2.41568133333333,44,"1SW",458
"991","1973_87926",2.09264533333333,45,"1SW",430
"992","1984_87946",2.89355933333333,54,"1SW",539
"993","1973_87965",2.198948,46,"1SW",452
"994","1975_88142",2.45517533333333,45,"1SW",472
"995","1973_88336",3.167958,59,"1SW",541
"996","1983_88358",2.43882866666667,45,"1SW",479
"997","1973_88487",2.2297,43,"1SW",453
"998","1973_88548",2.55464533333333,44,"1SW",439
"999","1973_88968",1.76040533333333,40,"1SW",453
"1000","1975_89599",1.98369333333333,38,"1SW",427
"1001","1975_89606",2.261402,37,"1SW",454
"1002","1975_89876",2.3697,44,"1SW",463
"1003","1984_89993",1.87406266666667,45,"1SW",548
"1004","1971_90296",1.89790533333333,33,"1SW",497
"1005","1973_90342",2.55879866666667,47,"1SW",565
"1006","1971_90623",2.42579466666667,41,"1SW",479
"1007","1971_90625",2.52929733333333,46,"1SW",467
"1008","1973_90629",2.31985866666667,46,"1SW",460
"1009","1973_90757",2.34724,41,"1SW",473
"1010","1973_90867",2.28045333333333,36,"1SW",456
"1011","1971_90904",2.40374066666667,48,"1SW",538
"1012","1973_90944",2.282156,44,"1SW",444
"1013","1973_91047",2.30168666666667,42,"1SW",447
"1014","1973_91061",2.275782,41,"1SW",458
"1015","1971_91124",2.177908,36,"1SW",483
"1016","1973_91201",2.341272,46,"1SW",452
"1017","1973_91223",2.92354466666667,51,"1SW",514
"1018","1984_91254",2.417872,44,"1SW",492
"1019","1973_91383",2.15735133333333,44,"1SW",415
"1020","1973_91426",2.322908,38,"1SW",449
"1021","1973_91573",1.53825333333333,41,"1SW",459
"1022","1973_91725",1.723668,39,"1SW",459
"1023","1973_91749",1.92890933333333,40,"1SW",473
"1024","1971_91863",2.27245466666667,32,"1SW",508
"1025","1973_92413",2.23734666666667,46,"1SW",528
"1026","1973_92415",2.96331066666667,57,"1SW",574
"1027","1973_92457",2.51696466666667,43,"1SW",458
"1028","1973_92594",2.07513866666667,46,"1SW",519
"1029","1973_92685",2.64748666666667,47,"1SW",456
"1030","1973_92690",1.87863333333333,34,"1SW",476
"1031","1973_92746",2.25266466666667,44,"1SW",436
"1032","1971_92871",2.11372,40,"1SW",465
"1033","1973_92946",2.63997133333333,47,"1SW",445
"1034","1983_93026",2.37046466666667,41,"1SW",432
"1035","1971_93051",2.042986,38,"1SW",476
"1036","1984_93160",2.270018,47,"1SW",538
"1037","1973_93314",1.743924,36,"1SW",476
"1038","1973_93333",1.68443,35,"1SW",442
"1039","1971_93794",2.19819933333333,42,"1SW",502
"1040","1971_94005",2.551356,39,"1SW",461
"1041","1971_94491",2.22526666666667,40,"1SW",470
"1042","1974_95452",1.900488,41,"1SW",457
"1043","1971_95475",2.49799466666667,44,"1SW",483
"1044","1971_95888",1.76982,32,"1SW",451
"1045","1983_95914",1.60836066666667,33,"1SW",440
"1046","1971_96030",2.25865133333333,45,"1SW",458
"1047","1974_96321",2.56578,43,"1SW",428
"1048","1974_96694",2.48839733333333,42,"1SW",427
"1049","1974_96910",2.38031933333333,42,"1SW",436
"1050","1974_97225",2.88263333333333,56,"1SW",534
"1051","1974_97581",2.53603533333333,44,"1SW",526
"1052","1974_97647",2.25073066666667,43,"1SW",487
"1053","1984_97804",2.01792,41,"1SW",458
"1054","1974_98141",2.72344133333333,47,"1SW",489
"1055","1974_98575",2.839702,53,"1SW",541
"1056","1974_98909",2.31536733333333,48,"1SW",526
"1057","1971_99229",2.00757866666667,35,"1SW",470
"1058","1985_103655",2.329992,47,"1SW",509
"1059","1985_105589",2.63983133333333,46,"1SW",475
"1060","1985_106051",1.86533,29,"1SW",474
"1061","1985_106273",2.31826533333333,42,"1SW",485
"1062","1985_106651",2.43668666666667,43,"1SW",442
"1063","1985_113858",2.36643,42,"1SW",463
"1064","1985_115859",2.45670266666667,49,"1SW",443
"1065","1977_120119",2.12572933333333,45,"1SW",468
"1066","1977_121708",2.44046466666667,41,"1SW",462
"1067","1985_122115",2.07040533333333,48,"1SW",453
"1068","1985_122290",2.74692133333333,46,"1SW",478
"1069","1985_123589",2.44410066666667,41,"1SW",439
"1070","1985_125137",2.72738866666667,56,"1SW",475
"1071","1985_126152",2.531136,47,"1SW",475
"1072","1985_128202",2.00446933333333,43,"1SW",476
"1073","1985_128876",2.94161866666667,52,"1SW",466
"1074","1985_129272",2.30472333333333,44,"1SW",475
"1075","1977_130948",3.174762,47,"1SW",493
"1076","1977_131478",1.921186,37,"1SW",433
"1077","1985_132248",2.42073266666667,46,"1SW",472
"1078","1977_133463",2.08533933333333,42,"1SW",498
"1079","1985_133755",2.64626933333333,48,"1SW",476
"1080","1985_134450",2.55045466666667,46,"1SW",482
"1081","1977_137056",2.839932,44,"1SW",491
"1082","1979_140003",2.553912,51,"1SW",458
"1083","1979_140519",2.64399133333333,49,"1SW",430
"1084","1979_140784",2.40873466666667,51,"1SW",457
"1085","1979_141246",2.119536,35,"1SW",422
"1086","1979_141788",1.46863333333333,35,"1SW",448
"1087","1979_142023",2.22816266666667,45,"1SW",581
"1088","1979_142035",2.21241133333333,39,"1SW",435
"1089","1979_142088",2.51392666666667,49,"1SW",477
"1090","1979_142132",1.62837066666667,36,"1SW",445
"1091","1979_142586",2.328168,46,"1SW",431
"1092","1985_142622",2.41208733333333,43,"1SW",465
"1093","1979_142714",1.9708,38,"1SW",421
"1094","1979_142741",2.595522,50,"1SW",590
"1095","1979_143373",1.83183333333333,36,"1SW",448
"1096","1985_143708",1.98919466666667,38,"1SW",473
"1097","1979_143852",1.486482,30,"1SW",469
"1098","1979_144226",2.20827133333333,35,"1SW",422
"1099","1979_144434",1.71151333333333,38,"1SW",420
"1100","1979_145290",2.94273066666667,47,"1SW",403
"1101","1979_145508",2.37508133333333,45,"1SW",420
"1102","1979_145595",1.86881533333333,34,"1SW",416
"1103","1979_146018",1.86523466666667,38,"1SW",483
"1104","1979_147252",1.59511333333333,38,"1SW",434
"1105","1979_148116",2.48136533333333,42,"1SW",463
"1106","1985_148149",2.84974,50,"1SW",476
"1107","1979_148265",1.69812666666667,41,"1SW",425
"1108","1979_149295",1.31481933333333,28,"1SW",439
"1109","1979_149748",2.34026666666667,52,"1SW",455
"1110","1979_149933",2.42951466666667,36,"1SW",452
"1111","1979_150474",1.673428,41,"1SW",451
"1112","1985_150944",1.939,40,"1SW",432
