"","JoinID","Batch_TagID","RecaptureMonthNum","marine.circ","FMC","SeaAge","M1","M2","DaysatSea","ReleaseDate","RecaptureDate","annulustype","numannuli"
"61","1974_3403","7401_3403",9,46,1.34853,1,2.77198,NA,485,1974-05-07,1975-09-04,"firstannulus",1
"62","1974_3443","7401_3443",9,54,1.25467,1,3.39919,NA,484,1974-05-07,1975-09-03,"firstannulus",1
"63","1974_3552","7401_3552",8,46,1.50858,1,2.96578,NA,468,1974-05-07,1975-08-18,"firstannulus",1
"64","1974_3908","7401_3908",7,48,1.0797,1,2.7621,NA,435,1974-05-07,1975-07-16,"firstannulus",1
"65","1972_3963","7201_3963",8,35,1.6893,1,3.00615,NA,454,1972-05-12,1973-08-09,"firstannulus",1
"66","1972_3998","7201_3998",9,46,1.47197,1,3.06964,NA,484,1972-05-12,1973-09-08,"firstannulus",1
"67","1974_4029","7401_4029",12,51,1.32434,1,3.5753,NA,578,1974-05-07,1975-12-06,"firstannulus",1
"68","1984_4082","8401_4082",8,45,1.25699,1,2.72912,NA,468,1984-05-09,1985-08-20,"firstannulus",1
"69","1974_4144","7401_4144",9,55,1.24507,1,3.12597,NA,503,1974-05-07,1975-09-22,"firstannulus",1
"70","1969_4206","6909_4206",8,41,1.3532,1,2.6532,NA,467,1969-05-20,1970-08-30,"firstannulus",1
"71","1969_4343","6906_4343",9,57,0.99112,1,3.37223,NA,512,1969-04-21,1970-09-15,"firstannulus",1
"72","1969_4392","6909_4392",8,36,1.00812,1,1.99851,NA,438,1969-05-20,1970-08-01,"firstannulus",1
"73","1967_4618","6702_4618",7,37,1.22589,1,2.78976,NA,465,1967-04-12,1968-07-20,"firstannulus",1
"74","1974_4672","7401_4672",7,44,1.1775,1,2.78054,NA,436,1974-05-07,1975-07-17,"firstannulus",1
"75","1969_4690","6906_4690",9,35,1.71245,1,2.95582,NA,518,1969-04-21,1970-09-21,"firstannulus",1
"76","1969_4758","6914_4758",8,38,1.6239,1,2.93379,NA,446,1969-06-04,1970-08-24,"firstannulus",1
"77","1972_4851","7201_4851",9,37,0.84366,1,2.63301,NA,483,1972-05-12,1973-09-07,"firstannulus",1
"78","1968_4961","6802_4961",8,36,1.69364,1,2.94708,NA,461,1968-05-13,1969-08-17,"firstannulus",1
"79","1969_4978","6907_4978",9,56,0.92413,1,3.10372,NA,480,1969-06-04,1970-09-27,"firstannulus",1
"80","1972_5209","7201_5209",9,40,1.25459,1,2.63654,NA,480,1972-05-12,1973-09-04,"firstannulus",1
"81","1969_5297","6909_5297",9,32,1.0665,1,2.11366,NA,473,1969-05-20,1970-09-05,"firstannulus",1
"82","1969_5433","6909_5433",7,41,1.5447,1,2.8957,NA,426,1969-05-20,1970-07-20,"firstannulus",1
"83","1984_5450","8401_5450",8,49,1.45259,1,3.19522,NA,474,1984-05-09,1985-08-26,"firstannulus",1
"84","1974_5462","7401_5462",8,43,1.6149,1,3.20079,NA,454,1974-05-07,1975-08-04,"firstannulus",1
"85","1974_5635","7401_5635",10,45,1.18734,1,2.5555,NA,527,1974-05-07,1975-10-16,"firstannulus",1
"86","1984_5922","8401_5922",11,42,1.25693,1,2.64424,NA,546,1984-05-09,1985-11-06,"firstannulus",1
"87","1969_6128","6909_6128",10,41,1.26559,1,2.62591,NA,528,1969-05-20,1970-10-30,"firstannulus",1
"88","1974_6413","7401_6413",11,54,1.59558,1,3.52023,NA,572,1974-05-07,1975-11-30,"firstannulus",1
"89","1974_6568","7401_6568",7,49,1.19005,1,2.80773,NA,446,1974-05-07,1975-07-27,"firstannulus",1
"90","1972_6588","7201_6588",8,44,1.76589,1,3.26491,NA,454,1972-05-12,1973-08-09,"firstannulus",1
"91","1972_6642","7201_6642",8,43,1.76454,1,3.06981,NA,456,1972-05-12,1973-08-11,"firstannulus",1
"92","1969_6656","6917_6656",10,42,0.74698,1,2.16168,NA,487,1969-06-04,1970-10-04,"firstannulus",1
"93","1969_6720","6909_6720",9,38,1.20142,1,2.38378,NA,469,1969-05-20,1970-09-01,"firstannulus",1
"94","1974_6838","7401_6838",10,48,1.12653,1,2.46567,NA,539,1974-05-07,1975-10-28,"firstannulus",1
"95","1982_7142","8201_7142",9,32,1.17118,1,2.02314,NA,490,1982-05-11,1983-09-13,"firstannulus",1
"96","1976_7517","7601_7517",7,46,0.72258,1,2.62206,NA,435,1976-05-05,1977-07-14,"firstannulus",1
"97","1974_7533","7401_7533",7,43,1.15674,1,2.65492,NA,437,1974-05-07,1975-07-18,"firstannulus",1
"98","1974_7754","7401_7754",7,41,1.08753,1,2.59315,NA,445,1974-05-07,1975-07-26,"firstannulus",1
"99","1984_7776","8401_7776",10,50,1.30503,1,3.14175,NA,533,1984-05-09,1985-10-24,"firstannulus",1
"100","1969_7797","6909_7797",8,41,1.10971,1,2.46804,NA,467,1969-05-20,1970-08-30,"firstannulus",1
"101","1968_7881","6801_7881",10,44,1.16791,1,2.88918,NA,546,1968-04-09,1969-10-07,"firstannulus",1
"102","1972_7918","7201_7918",9,40,1.32717,1,2.80415,NA,483,1972-05-12,1973-09-07,"firstannulus",1
"103","1974_7958","7401_7958",10,44,1.13389,1,2.71021,NA,524,1974-05-07,1975-10-13,"firstannulus",1
"104","1967_7965","6701_7965",8,50,1.48905,1,3.4605,NA,481,1967-04-12,1968-08-05,"firstannulus",1
"105","1976_8037","7601_8037",9,35,1.12199,1,2.16661,NA,485,1976-05-05,1977-09-02,"firstannulus",1
"106","1969_8091","6909_8091",9,43,1.30299,1,2.81083,NA,495,1969-05-20,1970-09-27,"firstannulus",1
"107","1974_8092","7401_8092",7,48,1.43409,1,3.30391,NA,424,1974-05-07,1975-07-05,"firstannulus",1
"108","1969_8168","6909_8168",8,31,1.35489,1,2.38091,NA,456,1969-05-20,1970-08-19,"firstannulus",1
"109","1969_8186","6909_8186",9,43,1.3144,1,2.7497,NA,494,1969-05-20,1970-09-26,"firstannulus",1
"110","1974_8189","7401_8189",7,49,1.26679,1,3.10972,NA,439,1974-05-07,1975-07-20,"firstannulus",1
"111","1974_8192","7401_8192",9,42,1.17476,1,2.27934,NA,488,1974-05-07,1975-09-07,"firstannulus",1
"112","1969_8213","6909_8213",8,36,1.32681,1,2.50699,NA,455,1969-05-20,1970-08-18,"firstannulus",1
"113","1972_8277","7201_8277",8,42,0.99617,1,2.57645,NA,472,1972-05-12,1973-08-27,"firstannulus",1
"114","1974_8279","7401_8279",NA,46,1.6894,1,3.29836,NA,444,1974-05-07,1975-07-25,"firstannulus",1
"115","1976_8283","7601_8283",8,45,1.11201,1,2.70026,NA,468,1976-05-05,1977-08-16,"firstannulus",1
"116","1976_8391","7601_8391",7,38,1.46246,1,2.74493,NA,434,1976-05-05,1977-07-13,"firstannulus",1
"117","1984_8720","8401_8720",7,32,0.91942,1,2.15239,NA,432,1984-05-09,1985-07-15,"firstannulus",1
"118","1974_8843","7401_8843",9,43,1.45489,1,2.68018,NA,486,1974-05-07,1975-09-05,"firstannulus",1
"119","1984_8888","8401_8888",11,44,1.18455,1,2.41104,NA,547,1984-05-09,1985-11-07,"firstannulus",1
"120","1970_8906","7001_8906",7,42,1.34674,1,2.71408,NA,455,1970-05-01,1971-07-30,"firstannulus",1
"121","1970_8933","7001_8933",9,32,0.9838,1,2.01038,NA,488,1970-05-01,1971-09-01,"firstannulus",1
"122","1974_8954","7401_8954",9,48,1.01293,1,2.96869,NA,491,1974-05-07,1975-09-10,"firstannulus",1
"123","1970_9114","7001_9114",8,51,0.69507,1,2.513,NA,483,1970-05-01,1971-08-27,"firstannulus",1
"124","1970_9132","7001_9132",7,41,1.9565,1,2.8742,NA,428,1970-05-01,1971-07-03,"firstannulus",1
"125","1970_9170","7001_9170",8,45,0.94286,1,2.1531,NA,469,1970-05-01,1971-08-13,"firstannulus",1
"126","1970_9195","7001_9195",8,45,1.71115,1,3.48991,NA,474,1970-05-01,1971-08-18,"firstannulus",1
"127","1974_9289","7401_9289",7,36,1.34678,0,3.65653,NA,427,1974-05-07,1975-07-08,"firstannulus",1
"128","1969_9315","6907_9315",7,30,1.89022,1,2.86941,NA,406,1969-06-04,1970-07-15,"firstannulus",1
"129","1974_9524","7401_9524",9,44,1.27622,1,2.69989,NA,486,1974-05-07,1975-09-05,"firstannulus",1
"130","1976_9566","7601_9566",7,41,0.59935,1,2.58944,NA,425,1976-05-05,1977-07-04,"firstannulus",1
"131","1974_9578","7401_9578",6,44,1.29593,1,3.22048,NA,417,1974-05-07,1975-06-28,"firstannulus",1
"132","1974_9585","7401_9585",12,46,1.2495,1,2.35882,NA,573,1974-05-07,1975-12-01,"firstannulus",1
"133","1970_9751","7001_9751",8,42,1.6724,1,3.3544,NA,464,1970-05-01,1971-08-08,"firstannulus",1
"134","1969_9839","6909_9839",9,36,1.18328,1,2.39124,NA,472,1969-05-20,1970-09-04,"firstannulus",1
"135","1970_9950","7001_9950",9,44,1.06092,1,2.52784,NA,515,1970-05-01,1971-09-28,"firstannulus",1
"136","1970_10035","7002_10035",9,50,1.0455,1,2.9937,NA,482,1970-05-09,1971-09-03,"firstannulus",1
"137","1970_10085","7002_10085",9,58,1.06785,1,2.94155,NA,488,1970-05-09,1971-09-09,"firstannulus",1
"138","1984_10138","8401_10138",9,39,1.45769,1,2.72199,NA,484,1984-05-09,1985-09-05,"firstannulus",1
"139","1970_10243","7002_10243",8,32,1.227,1,2.1709,NA,469,1970-05-09,1971-08-21,"firstannulus",1
"140","1972_10340","7201_10340",9,46,1.30558,1,3.00956,NA,479,1972-05-12,1973-09-03,"firstannulus",1
"141","1970_10474","7002_10474",12,42,1.2974,1,2.6795,NA,577,1970-05-09,1971-12-07,"firstannulus",1
"142","1972_10543","7201_10543",9,43,1.63414,1,3.25566,NA,498,1972-05-12,1973-09-22,"firstannulus",1
"143","1972_10557","7201_10557",8,45,1.18586,1,2.53368,NA,467,1972-05-12,1973-08-22,"firstannulus",1
"144","1974_10561","7401_10561",8,38,1.29799,1,2.36878,NA,474,1974-05-07,1975-08-24,"firstannulus",1
"145","1974_10712","7401_10712",7,46,1.61222,1,3.29453,NA,445,1974-05-07,1975-07-26,"firstannulus",1
"146","1974_10739","7401_10739",7,31,1.26247,1,2.75009,NA,422,1974-05-07,1975-07-03,"firstannulus",1
"147","1970_11020","7002_11020",9,42,0.86516,1,2.46085,NA,501,1970-05-09,1971-09-22,"firstannulus",1
"148","1970_11088","7002_11088",10,67,0.81729,2,3.67348,NA,537,1970-05-09,1971-10-28,"firstannulus",1
"149","1970_11281","7002_11281",8,39,1.16537,1,2.50587,NA,473,1970-05-09,1971-08-25,"firstannulus",1
"150","1972_11415","7201_11415",6,35,1.25935,1,2.47254,NA,405,1972-05-12,1973-06-21,"firstannulus",1
"151","1970_11523","7002_11523",9,40,0.92606,1,2.2214,NA,487,1970-05-09,1971-09-08,"firstannulus",1
"152","1970_11602","7002_11602",9,56,1.10557,1,3.3301,NA,488,1970-05-09,1971-09-09,"firstannulus",1
"153","1976_11710","7601_11710",7,28,1.31766,1,2.19479,NA,432,1976-05-05,1977-07-11,"firstannulus",1
"154","1970_11875","7002_11875",8,49,1.19901,1,2.84282,NA,470,1970-05-09,1971-08-22,"firstannulus",1
"155","1976_11882","7601_11882",9,57,0.41571,1,2.19457,NA,485,1976-05-05,1977-09-02,"firstannulus",1
"156","1970_11905","7002_11905",8,46,0.70831,1,2.25547,NA,461,1970-05-09,1971-08-13,"firstannulus",1
"157","1972_12093","7201_12093",10,55,0.5303,1,2.8525,NA,516,1972-05-12,1973-10-10,"firstannulus",1
"158","1972_12103","7201_12103",6,40,1.47178,1,2.93632,NA,396,1972-05-12,1973-06-12,"firstannulus",1
"159","1974_12186","7401_12186",7,47,1.10989,1,2.72524,NA,448,1974-05-07,1975-07-29,"firstannulus",1
"160","1972_12292","7201_12292",7,47,1.39173,1,3.6871,NA,432,1972-05-12,1973-07-18,"firstannulus",1
"161","1972_12379","7201_12379",9,39,0.81944,1,2.30019,NA,486,1972-05-12,1973-09-10,"firstannulus",1
"162","1984_12466","8401_12466",8,45,0.92101,1,2.33274,NA,461,1984-05-09,1985-08-13,"firstannulus",1
"163","1976_12490","7601_12490",6,37,1.45304,1,2.65705,NA,414,1976-05-05,1977-06-23,"firstannulus",1
"164","1970_12795","7002_12795",7,42,2.02536,1,3.69847,NA,443,1970-05-09,1971-07-26,"firstannulus",1
"165","1970_12807","7002_12807",9,59,0.7071,1,2.7291,NA,493,1970-05-09,1971-09-14,"firstannulus",1
"166","1970_12829","7002_12829",6,38,1.663,1,3.096,NA,397,1970-05-09,1971-06-10,"firstannulus",1
"167","1970_12831","7002_12831",11,45,1.26902,1,2.76768,NA,555,1970-05-09,1971-11-15,"firstannulus",1
"168","1974_12959","7401_12959",NA,47,1.2595,1,2.98556,NA,455,1974-05-07,1975-08-05,"firstannulus",1
"169","1976_13010","7601_13010",9,45,0.90141,1,2.43526,NA,489,1976-05-05,1977-09-06,"firstannulus",1
"170","1976_13012","7601_13012",7,36,1.22552,1,2.56948,NA,427,1976-05-05,1977-07-06,"firstannulus",1
"171","1974_13048","7401_13048",9,52,1.61469,1,3.50252,NA,490,1974-05-07,1975-09-09,"firstannulus",1
"172","1970_13302","7002_13302",8,43,2.49026,1,4.13303,NA,458,1970-05-09,1971-08-10,"firstannulus",1
"173","1970_13307","7002_13307",9,37,1.27434,1,2.36249,NA,506,1970-05-09,1971-09-27,"firstannulus",1
"174","1974_13354","7401_13354",9,64,0.8956,1,3.4638,NA,485,1974-05-07,1975-09-04,"firstannulus",1
"175","1970_13425","7002_13425",8,42,1.89477,1,3.31959,NA,479,1970-05-09,1971-08-31,"firstannulus",1
"176","1970_13443","7002_13443",9,39,1.55897,1,2.47985,NA,509,1970-05-09,1971-09-30,"firstannulus",1
"177","1974_13450","7401_13450",9,45,1.28343,1,2.61858,NA,488,1974-05-07,1975-09-07,"firstannulus",1
"178","1972_13488","7201_13488",9,67,0.80477,1,3.30835,NA,485,1972-05-12,1973-09-09,"firstannulus",1
"179","1984_13638","8401_13638",11,48,1.06389,1,2.51695,NA,557,1984-05-09,1985-11-17,"firstannulus",1
"180","1972_13716","7201_13716",8,36,1.34209,1,2.7691,NA,463,1972-05-12,1973-08-18,"firstannulus",1
"181","1972_13750","7201_13750",6,32,1.18477,1,2.4314,NA,401,1972-05-12,1973-06-17,"firstannulus",1
"182","1970_13754","7002_13754",8,69,0.75641,2,2.66314,NA,459,1970-05-09,1971-08-11,"firstannulus",1
"183","1982_13873","8201_13873",6,42,1.15869,1,2.68155,NA,410,1982-05-11,1983-06-25,"firstannulus",1
"184","1970_13882","7002_13882",11,46,1.37534,1,2.9223,NA,555,1970-05-09,1971-11-15,"firstannulus",1
"185","1970_13966","7002_13966",10,41,1.33673,1,2.67587,NA,511,1970-05-09,1971-10-02,"firstannulus",1
"186","1974_14067","7401_14067",7,35,1.39691,1,2.97992,NA,422,1974-05-07,1975-07-03,"firstannulus",1
"187","1984_14212","8401_14212",10,42,1.07582,1,2.39583,NA,540,1984-05-09,1985-10-31,"firstannulus",1
"188","1970_14234","7002_14234",9,43,1.81551,1,3.12094,NA,503,1970-05-09,1971-09-24,"firstannulus",1
"189","1970_14314","7002_14314",9,35,0.88354,1,1.72925,NA,490,1970-05-09,1971-09-11,"firstannulus",1
"190","1984_14541","8401_14541",8,43,1.2227,1,2.4914,NA,462,1984-05-09,1985-08-14,"firstannulus",1
"191","1974_14718","7401_14718",9,48,0.96238,1,2.29502,NA,505,1974-05-07,1975-09-24,"firstannulus",1
"192","1970_14779","7002_14779",10,41,1.1409,1,2.36398,NA,520,1970-05-09,1971-10-11,"firstannulus",1
"193","1974_14780","7401_14780",7,37,0.95467,1,1.87308,NA,447,1974-05-07,1975-07-28,"firstannulus",1
"194","1984_14803","8401_14803",11,48,1.3581,1,2.8954,NA,565,1984-05-09,1985-11-25,"firstannulus",1
"195","1970_14936","7002_14936",9,37,1.18919,1,2.14875,NA,481,1970-05-09,1971-09-02,"firstannulus",1
"196","1974_15076","7401_15076",11,46,1.51523,1,3.13714,NA,549,1974-05-07,1975-11-07,"firstannulus",1
"197","1974_15463","7401_15463",7,42,1.31735,1,2.54463,NA,441,1974-05-07,1975-07-22,"firstannulus",1
"198","1970_15511","7002_15511",8,39,1.01527,1,2.31774,NA,460,1970-05-09,1971-08-12,"firstannulus",1
"199","1970_15661","7002_15661",9,42,1.19406,1,2.3978,NA,480,1970-05-09,1971-09-01,"firstannulus",1
"200","1974_15684","7401_15684",11,41,1.19388,1,2.93396,NA,570,1974-05-07,1975-11-28,"firstannulus",1
"201","1984_15784","8401_15784",11,47,1.4809,1,2.91585,NA,549,1984-05-09,1985-11-09,"firstannulus",1
"202","1984_15806","8401_15806",10,42,1.07785,1,2.4881,NA,531,1984-05-09,1985-10-22,"firstannulus",1
"203","1974_15887","7401_15887",12,50,1.4672,1,2.91679,NA,573,1974-05-07,1975-12-01,"firstannulus",1
"204","1972_15986","7201_15986",8,49,1.36792,1,2.8591,NA,468,1972-05-12,1973-08-23,"firstannulus",1
"205","1984_16068","8401_16068",11,42,1.09783,1,2.68949,NA,546,1984-05-09,1985-11-06,"firstannulus",1
"206","1972_16073","7201_16073",6,39,1.17455,1,2.86322,NA,393,1972-05-12,1973-06-09,"firstannulus",1
"207","1970_16077","7002_16077",9,47,1.86122,1,3.49698,NA,486,1970-05-09,1971-09-07,"firstannulus",1
"208","1974_16078","7401_16078",7,41,1.73565,1,3.19361,NA,445,1974-05-07,1975-07-26,"firstannulus",1
"209","1974_16270","7401_16270",6,43,1.387,1,3.1808,NA,403,1974-05-07,1975-06-14,"firstannulus",1
"210","1974_16432","7401_16432",11,50,1.22793,1,2.9025,NA,554,1974-05-07,1975-11-12,"firstannulus",1
"211","1984_16488","8401_16488",8,39,1.3748,1,2.6382,NA,463,1984-05-09,1985-08-15,"firstannulus",1
"212","1972_16568","7201_16568",9,44,1.68474,1,3.01899,NA,490,1972-05-12,1973-09-14,"firstannulus",1
"213","1976_16831","7602_16831",8,38,1.42166,1,2.95695,NA,465,1976-05-04,1977-08-12,"firstannulus",1
"214","1974_16861","7401_16861",11,45,1.27179,1,2.80953,NA,549,1974-05-07,1975-11-07,"firstannulus",1
"215","1974_16947","7401_16947",7,40,1.26474,1,2.41583,NA,449,1974-05-07,1975-07-30,"firstannulus",1
"216","1972_17154","7201_17154",8,36,1.4767,1,2.70226,NA,446,1972-05-12,1973-08-01,"firstannulus",1
"217","1970_17370","7002_17370",8,43,1.37893,1,2.65223,NA,474,1970-05-09,1971-08-26,"firstannulus",1
"218","1974_17454","7401_17454",6,42,1.16742,1,2.63154,NA,394,1974-05-07,1975-06-05,"firstannulus",1
"219","1970_17637","7002_17637",9,40,1.39492,1,2.68062,NA,494,1970-05-09,1971-09-15,"firstannulus",1
"220","1970_17869","7002_17869",9,36,1.27401,1,2.6592,NA,482,1970-05-09,1971-09-03,"firstannulus",1
"221","1972_17960","7202_17960",9,47,1.27871,1,2.92313,NA,540,1972-05-11,1973-11-02,"firstannulus",1
"222","1970_18024","7002_18024",10,40,1.56839,1,2.72867,NA,525,1970-05-09,1971-10-16,"firstannulus",1
"223","1974_18069","7401_18069",8,45,1.2323,1,3.0395,NA,476,1974-05-07,1975-08-26,"firstannulus",1
"224","1982_18099","8201_18099",7,43,1.48939,1,3.12142,NA,430,1982-05-11,1983-07-15,"firstannulus",1
"225","1970_18518","7002_18518",10,50,1.29302,1,2.94132,NA,514,1970-05-09,1971-10-05,"firstannulus",1
"226","1973_18547","7202_18547",8,45,1.08515,1,2.76967,NA,458,1972-05-11,1973-08-12,"firstannulus",1
"227","1972_18742","7202_18742",9,49,1.05663,1,2.93334,NA,490,1972-05-11,1973-09-13,"firstannulus",1
"228","1984_18779","8401_18779",9,48,1.2713,1,2.93661,NA,506,1984-05-09,1985-09-27,"firstannulus",1
"229","1975_19009","7501_19009",7,42,1.28583,1,2.70368,NA,434,1975-05-05,1976-07-12,"firstannulus",1
"230","1970_19286","7002_19286",9,38,1.56404,1,3.05072,NA,490,1970-05-09,1971-09-11,"firstannulus",1
"231","1982_19387","8201_19387",8,42,1.17917,1,2.51553,NA,456,1982-05-11,1983-08-10,"firstannulus",1
"232","1975_19427","7501_19427",7,38,0.9719,1,2.86251,NA,428,1975-05-05,1976-07-06,"firstannulus",1
"233","1975_19687","7501_19687",7,39,1.92394,1,3.34455,NA,448,1975-05-05,1976-07-26,"firstannulus",1
"234","1975_19749","7501_19749",7,45,1.3316,1,2.8408,NA,423,1975-05-05,1976-07-01,"firstannulus",1
"235","1970_19964","7002_19964",9,41,1.72557,1,3.1376,NA,491,1970-05-09,1971-09-12,"firstannulus",1
"236","1970_20016","7003_20016",9,47,1.42664,1,2.95341,NA,497,1970-05-04,1971-09-13,"firstannulus",1
"237","1984_20052","8401_20052",8,43,1.18705,1,2.70801,NA,458,1984-05-09,1985-08-10,"firstannulus",1
"238","1970_20058","7003_20058",11,47,1.5006,1,2.8342,NA,571,1970-05-04,1971-11-26,"firstannulus",1
"239","1975_20249","7501_20249",7,44,1.06162,1,2.68821,NA,427,1975-05-05,1976-07-05,"firstannulus",1
"240","1970_20331","7003_20331",9,49,1.54872,1,3.28219,NA,494,1970-05-04,1971-09-10,"firstannulus",1
"241","1972_20336","7202_20336",8,50,1.39492,1,3.01951,NA,461,1972-05-11,1973-08-15,"firstannulus",1
"242","1975_20350","7501_20350",NA,29,1.01746,1,2.67633,NA,456,1975-05-05,1976-08-03,"firstannulus",1
"243","1984_20445","8401_20445",11,50,1.22833,1,2.89189,NA,560,1984-05-09,1985-11-20,"firstannulus",1
"244","1970_20709","7003_20709",11,35,1.978,1,3.03377,NA,553,1970-05-04,1971-11-08,"firstannulus",1
"245","1975_21306","7501_21306",7,43,1.32732,1,2.82708,NA,445,1975-05-05,1976-07-23,"firstannulus",1
"246","1970_21507","7003_21507",7,51,1.09425,1,3.21539,NA,430,1970-05-04,1971-07-08,"firstannulus",1
"247","1970_21665","7003_21665",10,40,1.08761,1,2.56333,NA,544,1970-05-04,1971-10-30,"firstannulus",1
"248","1970_21666","7003_21666",10,44,1.55184,1,2.80347,NA,520,1970-05-04,1971-10-06,"firstannulus",1
"249","1984_21732","8401_21732",11,41,1.48851,1,2.59111,NA,552,1984-05-09,1985-11-12,"firstannulus",1
"250","1970_22063","7003_22063",9,35,1.51592,1,2.58456,NA,492,1970-05-04,1971-09-08,"firstannulus",1
"251","1972_22105","7202_22105",8,41,1.39763,1,2.85812,NA,469,1972-05-11,1973-08-23,"firstannulus",1
"252","1984_22232","8401_22232",8,35,1.09787,1,2.22395,NA,458,1984-05-09,1985-08-10,"firstannulus",1
"253","1976_22284","7602_22284",8,43,1.33436,1,2.46188,NA,473,1976-05-04,1977-08-20,"firstannulus",1
"254","1975_22374","7501_22374",7,36,1.31226,1,2.61037,NA,434,1975-05-05,1976-07-12,"firstannulus",1
"255","1976_22381","7602_22381",7,37,0.8767,1,1.8649,NA,435,1976-05-04,1977-07-13,"firstannulus",1
"256","1970_22467","7003_22467",11,45,1.26204,1,2.71928,NA,550,1970-05-04,1971-11-05,"firstannulus",1
"257","1975_22498","7501_22498",7,45,1.54668,1,3.23836,NA,442,1975-05-05,1976-07-20,"firstannulus",1
"258","1975_22504","7501_22504",9,42,1.66751,1,3.14772,NA,486,1975-05-05,1976-09-02,"firstannulus",1
"259","1970_22612","7003_22612",10,36,1.19419,1,2.52974,NA,532,1970-05-04,1971-10-18,"firstannulus",1
"260","1970_22626","7003_22626",8,45,1.57397,1,2.96178,NA,483,1970-05-04,1971-08-30,"firstannulus",1
"261","1970_22732","7003_22732",9,42,1.3416,1,2.70463,NA,513,1970-05-04,1971-09-29,"firstannulus",1
"262","1970_22912","7003_22912",8,38,1.91136,1,3.00317,NA,480,1970-05-04,1971-08-27,"firstannulus",1
"263","1970_22964","7003_22964",8,34,0.90929,1,2.16441,NA,458,1970-05-04,1971-08-05,"firstannulus",1
"264","1975_23509","7501_23509",7,37,0.9367,1,2.55015,NA,427,1975-05-05,1976-07-05,"firstannulus",1
"265","1975_23566","7501_23566",7,40,1.12434,1,2.93484,NA,439,1975-05-05,1976-07-17,"firstannulus",1
"266","1970_23773","7003_23773",9,41,0.95746,1,2.30178,NA,505,1970-05-04,1971-09-21,"firstannulus",1
"267","1970_23817","7003_23817",8,38,1.67027,1,2.9127,NA,471,1970-05-04,1971-08-18,"firstannulus",1
"268","1984_23827","8401_23827",10,39,1.54966,1,2.51186,NA,540,1984-05-09,1985-10-31,"firstannulus",1
"269","1976_23937","7602_23937",9,45,1.0529,1,2.3576,NA,493,1976-05-04,1977-09-09,"firstannulus",1
"270","1970_24005","7003_24005",9,42,1.49192,1,2.72668,NA,490,1970-05-04,1971-09-06,"firstannulus",1
"271","1976_24183","7602_24183",7,43,1.09033,1,2.69076,NA,426,1976-05-04,1977-07-04,"firstannulus",1
"272","1970_24297","7003_24297",9,41,1.06625,1,2.22364,NA,502,1970-05-04,1971-09-18,"firstannulus",1
"273","1975_24771","7501_24771",8,39,1.33975,1,2.62146,NA,463,1975-05-05,1976-08-10,"firstannulus",1
"274","1970_24813","7003_24813",9,53,1.2952,1,2.8905,NA,504,1970-05-04,1971-09-20,"firstannulus",1
"275","1972_25148","7203_25148",9,50,1.73088,1,3.59061,NA,478,1972-05-12,1973-09-02,"firstannulus",1
"276","1974_25188","7402_25188",8,42,1.26161,1,2.57398,NA,498,1974-04-17,1975-08-28,"firstannulus",1
"277","1972_25216","7203_25216",11,42,1.40436,1,2.89506,NA,565,1972-05-12,1973-11-28,"firstannulus",1
"278","1970_25231","7003_25231",9,43,1.8158,1,3.0965,NA,490,1970-05-04,1971-09-06,"firstannulus",1
"279","1970_25348","7003_25348",8,35,1.47252,1,2.38854,NA,456,1970-05-04,1971-08-03,"firstannulus",1
"280","1970_25359","7003_25359",9,36,0.84857,1,2.03651,NA,486,1970-05-04,1971-09-02,"firstannulus",1
"281","1984_25377","8402_25377",8,39,1.01982,1,2.14705,NA,468,1984-05-07,1985-08-18,"firstannulus",1
"282","1982_25432","8202_25432",8,41,1.47392,1,2.80338,NA,467,1982-05-12,1983-08-22,"firstannulus",1
"283","1972_25459","7203_25459",8,44,1.5298,1,2.80653,NA,462,1972-05-12,1973-08-17,"firstannulus",1
"284","1970_25541","7003_25541",8,49,0.98358,1,2.69456,NA,462,1970-05-04,1971-08-09,"firstannulus",1
"285","1972_25633","7203_25633",11,44,1.83677,1,3.04228,NA,563,1972-05-12,1973-11-26,"firstannulus",1
"286","1970_25840","7003_25840",10,37,1.02009,1,2.0837,NA,515,1970-05-04,1971-10-01,"firstannulus",1
"287","1970_25938","7003_25938",8,38,1.43603,1,2.85876,NA,483,1970-05-04,1971-08-30,"firstannulus",1
"288","1970_25943","7003_25943",8,43,1.57221,1,2.839,NA,464,1970-05-04,1971-08-11,"firstannulus",1
"289","1970_26022","7003_26022",9,54,1.36263,1,3.0412,NA,503,1970-05-04,1971-09-19,"firstannulus",1
"290","1970_26097","7003_26097",9,42,1.49863,1,2.87429,NA,502,1970-05-04,1971-09-18,"firstannulus",1
"291","1974_26208","7402_26208",7,46,1.3021,1,2.8752,NA,454,1974-04-17,1975-07-15,"firstannulus",1
"292","1970_26701","7003_26701",11,41,1.87034,1,3.31495,NA,560,1970-05-04,1971-11-15,"firstannulus",1
"293","1970_26739","7003_26739",8,41,1.02026,1,2.23238,NA,484,1970-05-04,1971-08-31,"firstannulus",1
"294","1974_26947","7402_26947",9,40,1.27165,1,2.76814,NA,523,1974-04-17,1975-09-22,"firstannulus",1
"295","1970_27031","7003_27031",10,50,1.4056,1,2.98006,NA,526,1970-05-04,1971-10-12,"firstannulus",1
